Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Total Min,90s Played,Goals,Ast,G+A,Non-PK Goals,PK,PKattempts,Crd-Yellow,Crd-Red,xGoals,Non-PK xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals per 90,Assists per 90,Goals +Assists  per 90,Non-PK Goals per 90,Non-PK Goals/Assists per 90,xG per 90,xAG per 90,xG+xAG per 90,Non PK xG per 90,xNon PK Goals + Assisted Goals per 90,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerials Won,Aerials Lost,Won%,Weekly Wages,Annual Wages,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
Ben Osborn,ENG,"DF,MF",Sheffield Utd,29,1994,20,10,"1,093",12.1,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,12,43,33,0,0.08,0.08,0,0.08,0.02,0.04,0.06,0.02,0.06,0,0,8,9,1,41,6,9,0,0,0,66,6,20,23.1,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",56,38.7,82,8,10,28,5,0.48,17,32,-15,-1.14,0.97,14.5,23.8,-9.3,-0.71,0.46
Gabriel Osho,NGA,DF,Luton Town,25,1998,17,17,"1,486",16.5,2,0,2,2,0,0,3,0,1,1,0.1,1.2,4,27,0,0.12,0,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07,0,0,19,9,0,2,31,18,0,0,0,85,27,29,48.2,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",87,48.6,87,15,0,,1,0.94,26,37,-11,-0.67,0.31,19.4,36.7,-17.3,-1.05,-0.18
William Osula,DEN,FW,Sheffield Utd,20,2003,19,9,758,8.4,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,6,2,38,0,0,0,0,0,0.19,0.01,0.2,0.19,0.2,0,0,14,11,6,2,2,2,0,0,0,12,24,69,25.8,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",38,24.9,60,1,11,20,7,0.3,4,22,-18,-2.13,-0.52,5,19.5,-14.5,-1.71,-0.97
Dango Ouattara,BFA,"FW,DF",Bournemouth,22,2002,25,9,934,10.4,1,1,2,1,0,0,2,0,2.2,2.2,1.2,3.4,41,29,73,0.1,0.1,0.19,0.1,0.19,0.21,0.11,0.33,0.21,0.33,0,0,10,14,4,32,14,20,0,0,0,51,26,29,47.3,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",37,31.1,71,2,17,19,2,1.5,17,21,-4,-0.38,-0.08,15.5,15.3,0.2,0.02,0.07
David Ozoh,ENG,"MF,DF",Crystal Palace,18,2005,9,0,156,1.7,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,8,3,5,37.5,,,17,5.1,,0,9,17,12,1,2,5,-3,-1.73,-1.45,2.7,3,-0.3,-0.19,0.02
João Palhinha,POR,MF,Fulham,28,1995,29,27,"2,363",26.3,4,1,5,4,0,0,13,0,3.2,3.2,0.6,3.8,8,80,12,0.15,0.04,0.19,0.15,0.19,0.12,0.02,0.14,0.12,0.14,0,0,47,53,2,3,42,68,0,1,0,167,36,30,54.5,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",81,77.2,86,16,2,23,0,1.03,38,40,-2,-0.08,0.18,33.8,42,-8.2,-0.31,-0.23
Cole Palmer,ENG,MF,Manchester City,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",11,0.4,,0,1,11,2,3,0,0,0,0,-1.46,0.1,0.1,0.1,0.62,-0.51
Emerson Palmieri,ITA,DF,West Ham,29,1994,32,31,"2,804",31.2,1,2,3,1,0,0,8,0,1.1,1.1,2.3,3.3,53,113,114,0.03,0.06,0.1,0.03,0.1,0.03,0.07,0.11,0.03,0.11,0,0,26,32,1,44,39,60,2,1,1,134,21,19,52.5,"£ 95,000 (€ 110,389, $117,690)","£ 4,940,000 (€ 5,740,205, $6,119,887)",88,91.6,89,27,1,45,0,1.47,52,56,-4,-0.13,1.63,43.1,59.7,-16.6,-0.53,-0.8
Lucas Paquetá,BRA,"FW,MF",West Ham,26,1997,27,27,"2,289",25.4,4,6,10,2,2,2,9,0,5.3,3.7,4.9,8.7,32,166,106,0.16,0.24,0.39,0.08,0.31,0.21,0.19,0.4,0.15,0.34,0,0,43,60,5,32,19,45,0,0,0,177,51,51,50,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",85,74.8,85,14,0,,0,1.67,46,42,4,0.16,1.67,35.2,43.1,-7.9,-0.31,0.61
Ben Parkinson,ENG,FW,Newcastle Utd,19,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,,,25,0.8,,0,1,25,7,0,0,1,-1,-3.6,-4.09,0.2,1.7,-1.5,-5.37,-5.63
Thomas Partey,GHA,"DF,MF",Arsenal,30,1993,10,5,451,5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,12,40,5,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,0,0,3,4,0,2,8,6,0,0,0,35,4,5,44.4,"£ 200,000 (€ 232,397, $247,769)","£ 10,400,000 (€ 12,084,642, $12,883,973)",45,14.7,74,2,5,16,3,2.6,12,2,10,2,0.41,8.1,4.5,3.6,0.72,-0.66
Nathan Patterson,SCO,DF,Everton,22,2001,20,9,"1,005",11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2,17,38,39,0,0.18,0.18,0,0.18,0.03,0.15,0.18,0.03,0.18,0,0,18,5,1,32,9,24,0,0,0,60,7,10,41.2,"£ 28,000 (€ 32,536, $34,688)","£ 1,456,000 (€ 1,691,850, $1,803,756)",50,32.8,87,8,11,20,12,1.05,12,21,-9,-0.81,-0.67,17.4,19.9,-2.5,-0.22,-0.28
Myles Peart-Harris,ENG,"DF,MF",Brentford,21,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0,0,2,2,0,1,0,0,0,0,0,0,0,5,0,"£ 5,000 (€ 5,810, $6,194)","£ 260,000 (€ 302,116, $322,099)",4,0.4,,0,3,4,6,1,0,0,0,0,0.21,0.7,0.1,0.6,4.42,4.3
Sydie Peck,ENG,MF,Sheffield Utd,19,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,10,0.3,,0,1,10,1,3,0,0,0,0,1.74,0.2,0.1,0.1,1.06,2.05
Facundo Pellistri,URU,"FW,MF",Manchester Utd,22,2001,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0,0.52,0.52,0,0.52,0.38,0.05,0.43,0.38,0.43,0,0,4,6,0,4,1,3,0,0,0,11,6,4,60,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",19,5.8,60,0,8,14,11,1.11,2,2,0,0,-0.03,3.2,3.7,-0.5,-0.27,0.02
Andreas Pereira,BRA,MF,Fulham,28,1996,34,31,"2,382",26.5,3,7,10,3,0,0,6,0,4.4,4.4,6.7,11.1,51,127,119,0.11,0.26,0.38,0.11,0.38,0.17,0.25,0.42,0.17,0.42,0,0,20,24,3,203,4,10,0,0,0,89,13,32,28.9,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",70,77.8,74,5,3,28,0,1.24,38,37,1,0.04,0.7,36.3,38.3,-2,-0.08,0.83
Ivan Perii?,CRO,FW,Tottenham,35,1989,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?or?e Petrovi?,SRB,GK,Chelsea,24,1999,17,16,"1,447",16.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalvin Phillips,ENG,MF,West Ham,28,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,3,19,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,1,1,14,5,0,1,4,6,0,1,0,23,7,1,87.5,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",39,10.1,61,0,5,25,3,0.63,4,10,-6,-1.75,-1.65,3.6,6.9,-3.3,-0.95,-0.54
Jaden Philogene Bidace,ENG,FW,Aston Villa,22,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,4,0.1,,0,1,4,0,0,0,1,-1,-22.5,-23.15,0.3,0.6,-0.3,-5.72,-5.92
Jordan Pickford,ENG,GK,Everton,30,1994,33,33,"2,970",33,0,0,0,0,0,0,4,0,0,0,0.1,0.1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,28,1,0,100,"£ 125,000 (€ 145,248, $154,855)","£ 6,500,000 (€ 7,552,901, $8,052,483)",90,100,90,34,0,,0,1.21,36,48,-12,-0.35,,48.8,50,-1.2,-0.04,
Ethan Pinnock,JAM,DF,Brentford,30,1993,25,24,"2,161",24,2,0,2,2,0,0,1,0,1.8,1.8,1,2.8,10,55,15,0.08,0,0.08,0.08,0.08,0.08,0.04,0.12,0.08,0.12,0,0,3,10,0,7,38,22,0,0,0,114,99,43,69.7,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",86,70.6,90,24,1,1,0,1.24,40,40,0,0,0.7,41.8,33.1,8.7,0.36,0.76
Nick Pope,ENG,GK,Newcastle Utd,32,1992,14,14,"1,255",13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,3,1,75,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",90,42.3,90,13,0,,0,1.86,32,14,18,1.29,1.45,28.1,14,14.1,1.01,1.4
Pedro Porro,ESP,DF,Tottenham,24,1999,29,29,"2,564",28.5,1,7,8,1,0,0,3,0,2.5,2.5,6.4,8.9,42,145,128,0.04,0.25,0.28,0.04,0.28,0.09,0.22,0.31,0.09,0.31,0,0,28,24,1,170,28,57,0,0,0,165,13,13,50,"£ 85,000 (€ 98,769, $105,302)","£ 4,420,000 (€ 5,135,973, $5,475,689)",88,89,88,26,0,,1,1.93,57,42,15,0.53,0.24,50.3,47.4,2.9,0.1,0.18
Jarell Quansah,ENG,DF,Liverpool,21,2003,12,9,803,8.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,7,49,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02,0,0,7,2,0,0,11,11,0,1,0,55,33,18,64.7,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",64,27.2,85,7,4,16,17,2.46,20,8,12,1.3,0.13,21.3,8.4,12.9,1.39,0.45
Ionu? Radu,ROU,GK,Bournemouth,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,21,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38,0,0,1,5,0,3,3,1,0,0,0,6,2,1,66.7,,,23,4.4,,0,6,23,4,0.33,1,3,-2,-1.32,-1.02,2.4,3.1,-0.7,-0.47,-0.26
Aaron Ramsdale,ENG,GK,Arsenal,25,1998,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",90,17.6,90,6,0,,27,2.67,11,5,6,1,-0.79,11.1,5.8,5.3,0.89,-0.47
Aaron Ramsey,ENG,"MF,FW",Burnley,21,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,0,0,7,3,1,2,1,14,0,1,0,24,4,5,44.4,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",38,17.2,68,0,9,21,3,0.36,4,17,-13,-2.22,-1.55,5.4,11.5,-6.1,-1.04,-0.4
Jacob Ramsey,ENG,"FW,MF",Aston Villa,22,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,0,0,7,12,0,11,3,8,0,0,0,42,5,3,62.5,"£ 70,000 (€ 81,339, $86,719)","£ 3,640,000 (€ 4,229,625, $4,509,391)",53,27.9,80,5,8,26,0,2.19,22,12,10,1.06,0.61,18.5,13.2,5.3,0.56,0.5
Marcus Rashford,ENG,FW,Manchester Utd,26,1997,31,26,"2,247",25,7,2,9,5,2,2,2,0,7.3,5.7,2.3,8,93,63,183,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32,0,0,13,20,12,35,4,11,1,0,0,80,14,25,35.9,"£ 300,000 (€ 348,595, $371,653)","£ 15,600,000 (€ 18,126,963, $19,325,960)",72,75.7,83,12,5,20,0,1.52,34,36,-2,-0.08,-0.45,34,47.4,-13.4,-0.54,-1.01
David Raya,ESP,GK,Arsenal,28,1995,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,34,4,1,80,"£ 85,000 (€ 98,769, $105,302)","£ 4,420,000 (€ 5,135,973, $5,475,689)",90,82.4,90,28,0,,3,2.18,71,21,50,1.79,0.79,56.2,18.2,38,1.36,0.47
Tim Ream,USA,DF,Fulham,36,1987,17,16,"1,413",15.7,1,0,1,1,0,0,4,1,1,1,0,1,11,65,3,0.06,0,0.06,0.06,0.06,0.06,0,0.06,0.06,0.06,1,1,8,4,1,1,25,9,0,2,0,78,24,18,57.1,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",83,46.2,87,14,1,16,10,1.12,20,27,-7,-0.45,-0.61,19.8,25.9,-6.1,-0.39,-0.24
Nathan Redmond,ENG,"FW,MF",Burnley,30,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.19,0.19,0,0.19,0,0,4,2,2,3,0,1,0,0,0,6,1,1,50,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",12,4.6,,0,12,12,3,0.58,2,5,-3,-1.9,-1.01,2.7,3.8,-1.1,-0.68,0.03
Harrison Reed,ENG,MF,Fulham,29,1995,25,13,"1,167",13,0,1,1,0,0,0,5,0,0.2,0.2,1,1.2,9,50,35,0,0.08,0.08,0,0.08,0.02,0.08,0.09,0.02,0.09,0,0,22,10,0,17,11,16,0,0,0,63,9,12,42.9,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",47,38.1,78,6,12,13,9,1.48,17,21,-4,-0.31,-0.31,16.9,22.2,-5.4,-0.41,-0.25
Sergio Reguilón,ESP,DF,Manchester Utd,27,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2,0,0,4,11,3,29,5,8,0,0,0,21,5,9,35.7,"£ 53,000 (€ 61,585, $65,659)","£ 2,756,000 (€ 3,202,430, $3,414,253)",46,13.9,83,1,5,16,5,1,4,7,-3,-0.66,-0.8,6.7,6,0.7,0.15,0.51
Bobby Reid,JAM,FW,Fulham,31,1993,29,15,"1,283",14.3,6,2,8,6,0,0,4,0,4,4,1.8,5.8,33,42,87,0.42,0.14,0.56,0.42,0.56,0.27,0.12,0.39,0.27,0.39,0,0,14,22,4,34,4,12,0,0,0,56,12,21,36.4,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",44,41.9,70,1,14,16,5,1.24,21,28,-7,-0.49,-0.64,17.3,25.6,-8.3,-0.57,-0.54
Gio Reyna,USA,"FW,MF",Nott'ham Forest,21,2002,8,2,218,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,2,12,13,0,0.41,0.41,0,0.41,0.12,0.18,0.31,0.12,0.31,0,0,3,2,0,6,2,3,0,0,0,14,7,9,43.8,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",27,7.1,61,0,6,16,2,0.75,3,3,0,0,0.57,3.6,2,1.6,0.66,0.84
Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,18,2005,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,100,"£ 7,500 (€ 8,715, $9,291)","£ 390,000 (€ 453,174, $483,149)",5,0.5,,0,3,5,7,0.67,0,0,0,0,0.53,0.1,0,0,0.05,0.17
Declan Rice,ENG,MF,Arsenal,25,1999,34,33,"2,865",31.8,6,6,12,6,0,0,4,0,2.5,2.5,4.2,6.7,61,255,51,0.19,0.19,0.38,0.19,0.38,0.08,0.13,0.21,0.08,0.21,0,0,28,13,2,46,39,44,0,1,0,160,37,43,46.3,"£ 240,000 (€ 278,876, $297,322)","£ 12,480,000 (€ 14,501,570, $15,460,768)",84,93.6,86,25,1,24,0,2.26,75,25,50,1.57,-1.2,62.8,22.6,40.2,1.26,-0.17
Chris Richards,USA,"DF,MF",Crystal Palace,24,2000,21,18,"1,644",18.3,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,0,30,1,0.05,0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,0,0,11,6,1,1,23,22,0,1,0,68,49,39,55.7,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",79,56.7,90,19,3,8,9,1.27,30,36,-6,-0.31,0.1,23.3,28.6,-5.3,-0.27,-0.13
Richarlison,BRA,FW,Tottenham,26,1997,25,17,"1,372",15.2,10,3,13,10,0,0,3,0,8.8,8.8,1.8,10.6,23,34,100,0.66,0.2,0.85,0.66,0.85,0.58,0.12,0.7,0.58,0.7,0,0,18,25,10,13,8,11,0,0,0,41,24,55,30.4,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",55,47.6,75,6,8,12,1,2.04,33,17,16,1.05,1.05,27.1,23,4.1,0.27,0.35
Jaïro Riedewald,NED,"MF,FW",Crystal Palace,27,1996,6,2,200,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0,3,1,0,3,2,3,0,0,0,9,3,1,75,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",30,6.8,77,0,5,11,19,2.14,2,3,-1,-0.43,-0.09,2.4,3.6,-1.3,-0.55,-0.36
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,34,1989,10,0,112,1.2,1,0,1,1,0,0,1,0,0.8,0.8,0,0.8,2,7,9,0.8,0,0.8,0.8,0.8,0.66,0,0.66,0.66,0.66,0,0,2,1,0,5,1,2,0,0,0,4,0,3,0,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",10,3.8,,0,11,10,15,1.73,3,4,-1,-0.8,-1.3,2.9,4.1,-1.2,-0.95,-1.2
Connor Roberts,WAL,DF,Burnley,28,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0,0,0.2,0.2,6,38,13,0,0.11,0.11,0,0.11,0,0.02,0.02,0,0.02,1,1,5,9,3,10,4,5,0,0,0,40,6,7,46.2,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",59,26.9,88,6,6,20,5,0.64,7,22,-15,-1.64,-0.96,8.4,19,-10.7,-1.17,-0.62
Andrew Robertson,SCO,DF,Liverpool,30,1994,19,14,"1,367",15.2,1,2,3,1,0,0,2,0,0.9,0.9,3.9,4.8,52,101,91,0.07,0.13,0.2,0.07,0.2,0.06,0.26,0.32,0.06,0.32,0,0,8,5,3,159,10,21,0,0,0,88,11,11,50,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",73,47.4,87,12,5,28,0,2,35,20,15,0.93,-0.52,36.7,21.5,15.2,0.94,-0.24
Antonee Robinson,USA,DF,Fulham,26,1997,33,33,"2,918",32.4,0,6,6,0,0,0,4,0,0.6,0.6,4.2,4.7,91,119,184,0,0.19,0.19,0,0.19,0.02,0.13,0.15,0.02,0.15,0,0,31,20,3,120,73,53,0,0,2,202,41,20,67.2,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",88,95.4,88,29,0,,0,1.18,47,53,-6,-0.19,-1.45,44.8,54.4,-9.6,-0.3,-0.79
Jack Robinson,ENG,DF,Sheffield Utd,30,1993,30,28,"2,591",28.8,1,1,2,1,0,0,8,0,1.1,1.1,1.1,2.2,6,49,11,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.07,0.04,0.07,0,0,17,14,1,9,30,25,0,0,2,124,60,42,58.8,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",86,84.7,89,24,2,49,0,0.53,29,75,-46,-1.6,0.9,27,54.8,-27.7,-0.96,0.16
Rodri,ESP,MF,Manchester City,27,1996,28,28,"2,403",26.7,7,7,14,7,0,0,8,1,3.8,3.8,3,6.8,67,314,48,0.26,0.26,0.52,0.26,0.52,0.14,0.11,0.26,0.14,0.26,1,0,36,31,6,10,21,35,1,0,0,199,49,21,70,"£ 220,000 (€ 255,637, $272,546)","£ 11,440,000 (€ 13,293,106, $14,172,371)",86,83.5,86,22,0,,1,2.52,71,24,47,1.7,1.52,59.9,24.3,35.6,1.29,0.98
Jay Rodriguez,ENG,FW,Burnley,34,1989,20,7,806,9,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2,17,28,0.22,0.11,0.33,0.11,0.22,0.39,0.02,0.41,0.3,0.32,0,0,18,6,7,1,1,9,0,0,0,25,21,38,35.6,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",40,26.3,80,4,13,19,11,0.65,11,18,-7,-0.78,0.22,9.1,13.4,-4.3,-0.48,0.32
Mads Roerslev,DEN,DF,Brentford,24,1999,30,21,"1,842",20.5,1,2,3,1,0,0,1,0,0.9,0.9,1.7,2.6,16,38,83,0.05,0.1,0.15,0.05,0.15,0.05,0.08,0.13,0.05,0.13,0,0,9,15,3,56,18,26,0,0,0,78,12,24,33.3,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",61,60.2,80,8,9,17,3,1.1,29,36,-7,-0.34,-0.34,30.6,33.4,-2.8,-0.13,-0.69
Morgan Rogers,ENG,"MF,FW",Aston Villa,21,2002,9,6,523,5.8,2,1,3,2,0,0,2,0,1.3,1.3,0.4,1.7,17,24,28,0.34,0.17,0.52,0.34,0.52,0.22,0.07,0.3,0.22,0.3,0,0,11,8,0,2,2,1,0,0,0,24,6,5,54.5,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",58,17.1,77,3,3,20,3,2.22,10,11,-1,-0.17,-0.95,6.8,12.5,-5.7,-0.98,-1.41
Cristian Romero,ARG,DF,Tottenham,25,1998,27,27,"2,250",25,4,0,4,4,0,0,6,1,1.6,1.6,0.4,2,30,153,4,0.16,0,0.16,0.16,0.16,0.07,0.02,0.08,0.07,0.08,1,0,22,20,1,2,36,34,0,2,1,157,67,33,67,"£ 165,000 (€ 191,728, $204,409)","£ 8,580,000 (€ 9,969,830, $10,629,278)",83,78.1,83,24,0,,0,2.07,54,30,24,0.96,2.1,45.5,34.8,10.6,0.42,1.56
Joe Rothwell,ENG,MF,Bournemouth,29,1995,11,3,386,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,0,0,4,2,0,12,3,2,0,1,0,32,0,2,0,"£ 8,000 (€ 9,296, $9,911)","£ 416,000 (€ 483,386, $515,359)",35,12.6,70,1,8,22,8,1.18,4,12,-8,-1.87,-1.76,4,11.2,-7.2,-1.68,-1.89
Pelly Ruddock Mpanzu,COD,MF,Luton Town,30,1993,26,11,"1,080",12,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10,34,15,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,0,0,9,13,0,11,9,4,0,0,0,54,12,19,38.7,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",42,35.3,74,3,15,18,8,0.73,13,29,-16,-1.33,-0.79,10.7,28.5,-17.8,-1.49,-0.83
José Sá,POR,GK,Wolves,31,1993,31,31,"2,677",29.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,27,10,0,100,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",86,90.4,86,30,0,,0,1.25,44,50,-6,-0.2,0.42,40.5,51.4,-10.9,-0.35,0.36
Bukayo Saka,ENG,FW,Arsenal,22,2001,32,32,"2,663",29.6,14,9,23,9,5,5,3,0,13.3,9.3,8.8,18.1,141,110,467,0.47,0.3,0.78,0.3,0.61,0.45,0.3,0.74,0.31,0.61,0,0,34,63,7,167,12,31,1,0,0,147,22,32,40.7,"£ 195,000 (€ 226,587, $241,575)","£ 10,140,000 (€ 11,782,526, $12,561,874)",83,87,83,16,0,,0,2.22,72,25,47,1.59,-0.45,60.7,21.8,38.9,1.32,0.31
Mohamed Salah,EGY,FW,Liverpool,31,1992,27,24,"2,162",24,17,9,26,12,5,7,2,0,18.3,12.6,10.4,23,84,129,286,0.71,0.37,1.08,0.5,0.87,0.76,0.43,1.19,0.52,0.96,0,0,9,21,12,32,2,9,1,0,0,76,6,13,31.6,"£ 350,000 (€ 406,695, $433,595)","£ 18,200,000 (€ 21,148,123, $22,546,954)",80,73.6,86,19,3,31,0,2.11,50,25,25,1,-0.78,58.1,27.6,30.4,1.22,0.56
